parcel_id_str,farmer,district,mandal,crop,acreage,health,risk,confidence,lat,lng,ndvi,evi,ndre
WG-01050,Rajeshwari,West Godavari,Palacole,Paddy,11.94,86.7,Low,96,16.50169,81.662036,0.92,0.84,0.6
WG-01051,Mohan Rao,West Godavari,Pentapadu,Paddy,2.09,80.5,Low,96,16.723507,81.594091,0.92,0.85,0.65
WG-01052,Divya,West Godavari,Penugonda,Paddy,10.15,75.1,Low,87,16.6257,81.827954,0.82,0.72,0.58
WG-01053,Prasad,West Godavari,Penumantra,Paddy,6.4,70.0,Medium,87,16.672628,81.652668,0.89,0.82,0.56
WG-01054,Swapna,West Godavari,Poduru,Paddy,10.04,86.4,Low,96,16.603247,81.798237,0.92,0.85,0.61
WG-01055,Naresh,West Godavari,Tadepalligudem,Red Gram,2.46,63.8,Medium,82,16.88792,81.651574,0.72,0.68,0.5
WG-01056,Bhavani,West Godavari,Tanuku,Paddy,8.21,76.0,Low,89,16.759067,81.607508,0.92,0.83,0.52
WG-01057,Srinivasa Rao,West Godavari,Undi,Paddy,7.67,75.9,Low,89,16.563689,81.511192,0.9,0.85,0.53
WG-01058,Lakshmi Devi,West Godavari,Veeravasaram,Cotton,4.75,64.9,Medium,86,16.488178,81.585324,0.88,0.85,0.57
WG-01059,Venkata Ramana,West Godavari,Ganapavaram,Red Gram,1.34,74.6,Medium,89,16.747777,81.579745,0.92,0.82,0.51
WG-01060,Sailaja,West Godavari,Kalla,Paddy,3.19,70.6,Medium,85,16.466465,81.468187,0.86,0.8,0.56
WG-01061,Srinivasa Rao,West Godavari,Achanta,Paddy,3.2,69.0,Medium,91,16.58418,81.799963,0.75,0.73,0.59
WG-01062,Lakshmi Devi,West Godavari,Akiveedu,Red Gram,4.03,70.3,Medium,84,16.537649,81.477506,0.8,0.7,0.54
WG-01063,Venkata Ramana,West Godavari,Attili,Maize,8.86,63.3,Medium,83,16.60097,81.635922,0.87,0.78,0.57
WG-01064,Sailaja,West Godavari,Bhimavaram,Chilli,7.0,64.3,Medium,85,16.472218,81.565595,0.79,0.73,0.48
WG-01065,Ramesh Babu,West Godavari,Elamanchili,Paddy,10.84,73.4,Medium,91,16.848289,81.536998,0.77,0.67,0.55
WG-01066,Padma Priya,West Godavari,Iragavaram,Chilli,9.62,69.1,Medium,92,16.669404,81.699312,0.75,0.72,0.56
WG-01067,Kiran Kumar,West Godavari,Mogalthur,Chilli,3.66,79.6,Low,87,16.376459,81.552091,0.88,0.83,0.64
WG-01068,Anitha,West Godavari,Narasapuram,Paddy,4.97,86.4,Low,91,16.312699,81.640945,0.92,0.85,0.58
WG-01069,Satyanarayana,West Godavari,Palacoderu,Paddy,9.89,77.3,Low,87,16.518041,81.531408,0.92,0.81,0.59
WG-01070,Rajeshwari,West Godavari,Palacole,Paddy,6.37,69.2,Medium,83,16.541768,81.749486,0.82,0.77,0.56
WG-01071,Mohan Rao,West Godavari,Pentapadu,Paddy,1.15,75.6,Low,93,16.770099,81.506893,0.85,0.74,0.53
WG-01072,Divya,West Godavari,Penugonda,Paddy,3.24,81.1,Low,91,16.622787,81.731873,0.88,0.77,0.6
WG-01073,Prasad,West Godavari,Penumantra,Paddy,2.14,75.8,Low,92,16.660222,81.617678,0.91,0.84,0.6
WG-01074,Swapna,West Godavari,Poduru,Paddy,2.79,70.6,Medium,85,16.607337,81.796929,0.8,0.77,0.6
WG-01075,Naresh,West Godavari,Tadepalligudem,Paddy,3.29,74.7,Medium,87,16.834029,81.476263,0.8,0.72,0.53
WG-01076,Bhavani,West Godavari,Tanuku,Maize,7.75,76.0,Low,87,16.721783,81.726956,0.84,0.78,0.6
WG-01077,Srinivasa Rao,West Godavari,Undi,Paddy,7.92,68.4,Medium,90,16.588343,81.502722,0.79,0.71,0.5
WG-01078,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,2.07,71.2,Medium,92,16.483876,81.620854,0.89,0.81,0.57
WG-01079,Venkata Ramana,West Godavari,Ganapavaram,Paddy,10.21,86.2,Low,94,16.742382,81.578526,0.92,0.81,0.62
WG-01080,Sailaja,West Godavari,Kalla,Maize,3.63,73.8,Medium,92,16.455595,81.377033,0.78,0.71,0.59
WG-01081,Srinivasa Rao,West Godavari,Achanta,Paddy,11.03,73.1,Medium,93,16.542595,81.830257,0.85,0.81,0.58
WG-01082,Lakshmi Devi,West Godavari,Akiveedu,Paddy,3.33,70.4,Medium,88,16.419837,81.666069,0.89,0.81,0.57
WG-01083,Venkata Ramana,West Godavari,Attili,Paddy,8.29,75.3,Low,88,16.721798,81.565307,0.82,0.73,0.59
WG-01084,Sailaja,West Godavari,Bhimavaram,Paddy,7.77,76.1,Low,91,16.493596,81.469702,0.9,0.84,0.57
WG-01085,Ramesh Babu,West Godavari,Elamanchili,Red Gram,3.25,72.4,Medium,88,16.498668,81.557703,0.83,0.74,0.57
WG-01086,Padma Priya,West Godavari,Iragavaram,Maize,11.0,72.9,Medium,93,16.72563,81.736984,0.8,0.7,0.52
WG-01087,Kiran Kumar,West Godavari,Mogalthur,Paddy,11.27,66.7,Medium,88,16.345543,81.653772,0.75,0.71,0.58
WG-01088,Anitha,West Godavari,Narasapuram,Paddy,5.97,69.6,Medium,86,16.373054,81.688001,0.86,0.74,0.59
WG-01089,Satyanarayana,West Godavari,Palacoderu,Cotton,3.39,69.2,Medium,88,16.539975,81.54576,0.81,0.72,0.6
WG-01090,Rajeshwari,West Godavari,Palacole,Paddy,6.83,81.5,Low,88,16.48047,81.688728,0.88,0.82,0.65
WG-01091,Mohan Rao,West Godavari,Pentapadu,Paddy,5.21,75.9,Low,90,16.761692,81.511163,0.86,0.81,0.58
WG-01092,Divya,West Godavari,Penugonda,Paddy,8.14,84.7,Low,97,16.679372,81.769801,0.92,0.84,0.64
WG-01093,Prasad,West Godavari,Penumantra,Maize,3.18,79.1,Low,86,16.647704,81.720325,0.8,0.73,0.57
WG-01094,Swapna,West Godavari,Poduru,Cotton,4.95,64.4,Medium,84,16.560112,81.693463,0.77,0.65,0.49
WG-01095,Naresh,West Godavari,Tadepalligudem,Maize,5.84,66.8,Medium,90,16.911718,81.620691,0.77,0.75,0.49
WG-01096,Bhavani,West Godavari,Tanuku,Maize,11.8,73.8,Medium,90,16.808879,81.606093,0.85,0.8,0.62
WG-01097,Srinivasa Rao,West Godavari,Undi,Paddy,7.05,88.6,Low,96,16.554913,81.493882,0.92,0.81,0.66
WG-01098,Lakshmi Devi,West Godavari,Veeravasaram,Red Gram,7.23,76.4,Low,92,16.502916,81.632755,0.92,0.81,0.55
WG-01099,Venkata Ramana,West Godavari,Ganapavaram,Red Gram,5.48,74.8,Medium,92,16.762382,81.447948,0.78,0.75,0.56
WG-01100,Sailaja,West Godavari,Kalla,Chilli,0.94,70.2,Medium,92,16.513852,81.341646,0.75,0.7,0.51
WG-01101,Srinivasa Rao,West Godavari,Achanta,Paddy,9.03,79.9,Low,92,16.585731,81.769794,0.85,0.76,0.61
WG-01102,Lakshmi Devi,West Godavari,Akiveedu,Cotton,11.29,60.3,Medium,82,16.637265,81.772138,0.7,0.62,0.55
WG-01103,Venkata Ramana,West Godavari,Attili,Paddy,2.12,71.9,Medium,87,16.702252,81.632246,0.87,0.76,0.54
WG-01104,Sailaja,West Godavari,Bhimavaram,Paddy,5.2,66.9,Medium,90,16.427743,81.531113,0.74,0.71,0.52
WG-01105,Ramesh Babu,West Godavari,Elamanchili,Paddy,9.54,72.9,Medium,91,16.741809,81.49122,0.79,0.72,0.57
WG-01106,Padma Priya,West Godavari,Iragavaram,Paddy,3.92,69.8,Medium,86,16.644345,81.644982,0.78,0.72,0.57
WG-01107,Kiran Kumar,West Godavari,Mogalthur,Paddy,10.17,69.8,Medium,90,16.391826,81.52676,0.84,0.73,0.5
WG-01108,Anitha,West Godavari,Narasapuram,Paddy,1.25,84.7,Low,90,16.391023,81.663222,0.84,0.72,0.58
WG-01109,Satyanarayana,West Godavari,Palacoderu,Cotton,7.75,76.6,Low,86,16.609389,81.558588,0.92,0.85,0.63
WG-01110,Rajeshwari,West Godavari,Palacole,Paddy,9.08,75.7,Low,85,16.531304,81.638737,0.85,0.82,0.59
WG-01111,Mohan Rao,West Godavari,Pentapadu,Maize,0.92,60.5,Medium,81,16.749998,81.496497,0.81,0.73,0.54
WG-01112,Divya,West Godavari,Penugonda,Paddy,4.43,71.1,Medium,92,16.626527,81.834824,0.88,0.85,0.51
WG-01113,Prasad,West Godavari,Penumantra,Red Gram,6.03,71.9,Medium,93,16.694737,81.679902,0.9,0.82,0.55
WG-01114,Swapna,West Godavari,Poduru,Red Gram,2.41,66.3,Medium,84,16.583795,81.754852,0.77,0.73,0.57
WG-01115,Naresh,West Godavari,Tadepalligudem,Maize,6.06,65.7,Medium,84,16.89561,81.51502,0.87,0.83,0.55
WG-01116,Bhavani,West Godavari,Tanuku,Cotton,11.6,56.4,High,85,16.743747,81.681472,0.81,0.73,0.52
WG-01117,Srinivasa Rao,West Godavari,Undi,Cotton,3.96,70.4,Medium,89,16.642442,81.498317,0.78,0.67,0.55
WG-01118,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,5.04,66.0,Medium,81,16.584209,81.614284,0.76,0.65,0.59
WG-01119,Venkata Ramana,West Godavari,Ganapavaram,Maize,10.67,64.6,Medium,85,16.755748,81.545153,0.72,0.66,0.57
WG-01120,Sailaja,West Godavari,Kalla,Paddy,7.25,69.1,Medium,83,16.557244,81.358103,0.86,0.76,0.52
WG-01121,Srinivasa Rao,West Godavari,Achanta,Paddy,11.81,75.6,Low,91,16.541335,81.787055,0.81,0.72,0.62
WG-01122,Lakshmi Devi,West Godavari,Akiveedu,Cotton,11.74,58.6,High,84,16.637053,81.77071,0.71,0.63,0.54
WG-01123,Venkata Ramana,West Godavari,Attili,Maize,10.23,76.1,Low,87,16.635935,81.609113,0.92,0.85,0.61
WG-01124,Sailaja,West Godavari,Bhimavaram,Paddy,4.85,66.5,Medium,85,16.57011,81.523779,0.77,0.73,0.58
WG-01125,Ramesh Babu,West Godavari,Elamanchili,Paddy,9.02,70.7,Medium,91,16.803634,81.508664,0.87,0.79,0.59
WG-01126,Padma Priya,West Godavari,Iragavaram,Chilli,8.2,69.6,Medium,91,16.721696,81.628087,0.88,0.85,0.49
WG-01127,Kiran Kumar,West Godavari,Mogalthur,Paddy,11.62,86.1,Low,93,16.353453,81.617463,0.89,0.82,0.62
WG-01128,Anitha,West Godavari,Narasapuram,Maize,5.86,77.9,Low,92,16.447916,81.714318,0.92,0.83,0.52
WG-01129,Satyanarayana,West Godavari,Palacoderu,Paddy,8.39,74.2,Medium,86,16.508025,81.598195,0.89,0.81,0.56
WG-01130,Rajeshwari,West Godavari,Palacole,Paddy,5.33,87.5,Low,90,16.525143,81.654721,0.92,0.85,0.6
WG-01131,Mohan Rao,West Godavari,Pentapadu,Paddy,8.31,66.6,Medium,85,16.745959,81.558709,0.82,0.7,0.51
WG-01132,Divya,West Godavari,Penugonda,Cotton,1.99,72.5,Medium,92,16.685152,81.758921,0.92,0.81,0.6
WG-01133,Prasad,West Godavari,Penumantra,Paddy,11.44,88.5,Low,98,16.593939,81.691288,0.89,0.83,0.56
WG-01134,Swapna,West Godavari,Poduru,Chilli,10.84,69.8,Medium,89,16.612308,81.804183,0.8,0.78,0.6
WG-01135,Naresh,West Godavari,Tadepalligudem,Cotton,10.43,67.4,Medium,88,16.807516,81.520378,0.78,0.71,0.6
WG-01136,Bhavani,West Godavari,Tanuku,Red Gram,1.09,80.4,Low,89,16.728181,81.60956,0.92,0.85,0.56
WG-01137,Srinivasa Rao,West Godavari,Undi,Red Gram,10.12,71.0,Medium,87,16.594201,81.534717,0.85,0.78,0.56
WG-01138,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,10.9,67.7,Medium,88,16.497206,81.638388,0.75,0.66,0.51
WG-01139,Venkata Ramana,West Godavari,Ganapavaram,Paddy,2.27,71.8,Medium,86,16.699627,81.456879,0.8,0.77,0.55
WG-01140,Sailaja,West Godavari,Kalla,Paddy,2.02,87.6,Low,94,16.539255,81.463657,0.92,0.85,0.67
WG-01141,Srinivasa Rao,West Godavari,Achanta,Paddy,1.09,84.0,Low,90,16.625811,81.791073,0.83,0.71,0.56
WG-01142,Lakshmi Devi,West Godavari,Akiveedu,Paddy,10.46,79.4,Low,87,16.556013,81.37189,0.86,0.77,0.62
WG-01143,Venkata Ramana,West Godavari,Attili,Paddy,2.7,68.6,Medium,82,16.600258,81.588313,0.86,0.79,0.59
WG-01144,Sailaja,West Godavari,Bhimavaram,Chilli,1.7,79.0,Low,90,16.483879,81.525402,0.84,0.74,0.56
WG-01145,Ramesh Babu,West Godavari,Elamanchili,Paddy,8.49,87.7,Low,95,16.717323,81.709391,0.87,0.79,0.57
WG-01146,Padma Priya,West Godavari,Iragavaram,Paddy,10.16,79.8,Low,96,16.726126,81.628142,0.84,0.74,0.63
WG-01147,Kiran Kumar,West Godavari,Mogalthur,Maize,11.56,78.9,Low,86,16.356054,81.523087,0.86,0.82,0.62
WG-01148,Anitha,West Godavari,Narasapuram,Paddy,1.86,85.9,Low,89,16.330725,81.714982,0.92,0.85,0.61
WG-01149,Satyanarayana,West Godavari,Palacoderu,Paddy,8.62,83.3,Low,89,16.565745,81.522363,0.92,0.85,0.64
WG-01150,Rajeshwari,West Godavari,Palacole,Paddy,8.16,68.1,Medium,88,16.498705,81.668449,0.8,0.7,0.56
WG-01151,Mohan Rao,West Godavari,Pentapadu,Red Gram,9.36,75.1,Low,87,16.768537,81.564897,0.84,0.76,0.59
WG-01152,Divya,West Godavari,Penugonda,Paddy,1.97,68.9,Medium,86,16.68663,81.750925,0.75,0.69,0.59
WG-01153,Prasad,West Godavari,Penumantra,Paddy,2.44,74.2,Medium,86,16.600467,81.659076,0.84,0.8,0.53
WG-01154,Swapna,West Godavari,Poduru,Chilli,8.54,74.1,Medium,90,16.562325,81.743283,0.89,0.84,0.57
WG-01155,Naresh,West Godavari,Tadepalligudem,Paddy,4.61,71.0,Medium,83,16.828624,81.585755,0.82,0.79,0.57
WG-01156,Bhavani,West Godavari,Tanuku,Red Gram,4.38,64.7,Medium,84,16.82457,81.651244,0.83,0.76,0.58
WG-01157,Srinivasa Rao,West Godavari,Undi,Paddy,8.67,74.2,Medium,94,16.574625,81.477689,0.92,0.85,0.52
WG-01158,Lakshmi Devi,West Godavari,Veeravasaram,Cotton,8.99,72.0,Medium,92,16.490524,81.580926,0.78,0.69,0.57
WG-01159,Venkata Ramana,West Godavari,Ganapavaram,Maize,6.24,66.2,Medium,88,16.713549,81.524209,0.77,0.72,0.58
WG-01160,Sailaja,West Godavari,Kalla,Paddy,9.65,83.4,Low,90,16.434637,81.336278,0.92,0.83,0.62
WG-01161,Srinivasa Rao,West Godavari,Achanta,Paddy,5.36,77.4,Low,92,16.591652,81.844661,0.88,0.81,0.62
WG-01162,Lakshmi Devi,West Godavari,Akiveedu,Maize,4.26,63.1,Medium,87,16.431997,81.650964,0.77,0.7,0.53
WG-01163,Venkata Ramana,West Godavari,Attili,Paddy,1.95,78.2,Low,87,16.694955,81.631809,0.82,0.74,0.58
WG-01164,Sailaja,West Godavari,Bhimavaram,Maize,11.61,66.3,Medium,86,16.472906,81.527159,0.79,0.76,0.5
WG-01165,Ramesh Babu,West Godavari,Elamanchili,Paddy,3.72,75.5,Low,93,16.552863,81.69608,0.87,0.82,0.54
WG-01166,Padma Priya,West Godavari,Iragavaram,Chilli,7.84,64.0,Medium,88,16.693898,81.659923,0.82,0.79,0.58
WG-01167,Kiran Kumar,West Godavari,Mogalthur,Cotton,5.39,73.8,Medium,89,16.395673,81.512154,0.88,0.78,0.54
WG-01168,Anitha,West Godavari,Narasapuram,Cotton,3.88,59.2,High,81,16.429536,81.655501,0.84,0.77,0.54
WG-01169,Satyanarayana,West Godavari,Palacoderu,Red Gram,6.43,67.4,Medium,82,16.568823,81.551367,0.79,0.73,0.58
WG-01170,Rajeshwari,West Godavari,Palacole,Paddy,9.72,72.8,Medium,90,16.478315,81.695702,0.8,0.73,0.6
WG-01171,Mohan Rao,West Godavari,Pentapadu,Maize,9.6,60.5,Medium,89,16.8218,81.526249,0.75,0.72,0.5
WG-01172,Divya,West Godavari,Penugonda,Maize,4.01,76.3,Low,89,16.678349,81.758929,0.91,0.85,0.6
WG-01173,Prasad,West Godavari,Penumantra,Cotton,9.11,66.5,Medium,90,16.658707,81.622907,0.83,0.77,0.59
WG-01174,Swapna,West Godavari,Poduru,Cotton,9.61,77.6,Low,95,16.581593,81.761419,0.8,0.75,0.56
WG-01175,Naresh,West Godavari,Tadepalligudem,Chilli,10.37,71.2,Medium,86,16.875988,81.635787,0.84,0.79,0.52
WG-01176,Bhavani,West Godavari,Tanuku,Paddy,1.3,88.0,Low,91,16.802666,81.627525,0.92,0.82,0.66
WG-01177,Srinivasa Rao,West Godavari,Undi,Paddy,10.02,67.2,Medium,91,16.568571,81.469936,0.89,0.79,0.48
WG-01178,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,11.42,77.3,Low,86,16.46018,81.6035,0.92,0.85,0.6
WG-01179,Venkata Ramana,West Godavari,Ganapavaram,Paddy,8.94,76.0,Low,89,16.740022,81.478033,0.91,0.84,0.63
WG-01180,Sailaja,West Godavari,Kalla,Cotton,7.39,60.3,Medium,87,16.501188,81.414376,0.79,0.68,0.5
WG-01181,Srinivasa Rao,West Godavari,Achanta,Paddy,7.68,82.9,Low,93,16.584525,81.799134,0.92,0.83,0.55
WG-01182,Lakshmi Devi,West Godavari,Akiveedu,Paddy,9.69,81.0,Low,91,16.591237,81.630829,0.85,0.75,0.59
WG-01183,Venkata Ramana,West Godavari,Attili,Chilli,3.86,60.9,Medium,82,16.625158,81.626993,0.73,0.65,0.49
WG-01184,Sailaja,West Godavari,Bhimavaram,Paddy,2.24,78.1,Low,92,16.440541,81.535104,0.81,0.77,0.56
WG-01185,Ramesh Babu,West Godavari,Elamanchili,Chilli,11.56,66.0,Medium,83,16.49788,81.614509,0.79,0.73,0.54
WG-01186,Padma Priya,West Godavari,Iragavaram,Paddy,5.54,72.4,Medium,89,16.650686,81.624323,0.89,0.85,0.53
WG-01187,Kiran Kumar,West Godavari,Mogalthur,Cotton,2.42,55.7,High,80,16.375138,81.511958,0.78,0.68,0.52
WG-01188,Anitha,West Godavari,Narasapuram,Maize,3.91,67.7,Medium,88,16.438197,81.698377,0.75,0.72,0.56
WG-01189,Satyanarayana,West Godavari,Palacoderu,Paddy,3.74,75.8,Low,86,16.638588,81.595309,0.92,0.83,0.52
WG-01190,Rajeshwari,West Godavari,Palacole,Chilli,10.55,76.6,Low,90,16.536995,81.666393,0.87,0.85,0.55
WG-01191,Mohan Rao,West Godavari,Pentapadu,Paddy,4.03,65.2,Medium,90,16.754967,81.610055,0.88,0.77,0.51
WG-01192,Divya,West Godavari,Penugonda,Paddy,11.95,70.5,Medium,86,16.640605,81.772038,0.89,0.81,0.51
WG-01193,Prasad,West Godavari,Penumantra,Paddy,6.5,84.1,Low,92,16.647217,81.721389,0.86,0.77,0.57
WG-01194,Swapna,West Godavari,Poduru,Red Gram,1.77,67.2,Medium,88,16.570721,81.688543,0.77,0.69,0.51
WG-01195,Naresh,West Godavari,Tadepalligudem,Paddy,3.67,76.2,Low,86,16.895634,81.546202,0.92,0.85,0.62
WG-01196,Bhavani,West Godavari,Tanuku,Paddy,4.34,89.2,Low,99,16.705633,81.710486,0.92,0.82,0.58
WG-01197,Srinivasa Rao,West Godavari,Undi,Maize,3.92,77.6,Low,86,16.652168,81.492705,0.89,0.81,0.57
WG-01198,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,8.97,88.7,Low,95,16.609699,81.660836,0.92,0.85,0.68
WG-01199,Venkata Ramana,West Godavari,Ganapavaram,Paddy,7.69,78.2,Low,90,16.678932,81.59226,0.82,0.74,0.63
WG-01200,Sailaja,West Godavari,Kalla,Cotton,9.36,74.3,Medium,91,16.483173,81.488409,0.89,0.83,0.53
